snr,comb_amp,overlap,k,seed,bias_plus,coverage
0.5,5.0,False,7,46,99.99999256941564,0.0
0.5,5.0,False,8,46,99.99999390425202,0.0
0.5,5.0,False,9,46,99.99998020157054,0.0
0.5,5.0,False,10,46,99.999979343739,0.0
0.5,5.0,False,11,46,99.99997480614985,0.0
0.5,5.0,False,12,46,99.99997424709525,0.0
0.5,5.0,False,13,46,100.00002103784766,0.0
0.5,5.0,False,14,46,100.00004156921506,0.0
0.5,5.0,False,15,46,100.00005820491285,0.0
0.5,5.0,False,16,46,100.00006431533944,0.0
0.5,5.0,False,17,46,100.00006187684613,0.0
0.5,5.0,False,18,46,100.00005906701249,0.0
0.5,5.0,False,19,46,100.00005881565218,0.0
0.5,5.0,False,20,46,100.00005700235519,0.0
0.5,5.0,False,21,46,100.00004250278616,0.0
0.5,5.0,False,22,46,100.00004072707699,0.0
0.5,5.0,False,23,46,100.00004558116657,0.0
0.5,5.0,False,24,46,100.00004869218212,0.0
0.5,5.0,False,25,46,100.00004414857058,0.0
0.5,5.0,False,26,46,100.00004110305963,0.0
0.5,5.0,False,27,46,100.00005739984258,0.0
0.5,5.0,False,28,46,100.00005870885295,0.0
0.5,5.0,False,29,46,100.00005288853856,0.0
0.5,5.0,False,30,46,100.00005633285025,0.0
0.5,5.0,False,31,46,100.0000415015867,0.0
0.5,5.0,False,32,46,100.0000364962473,0.0
0.5,5.0,False,33,46,100.00001504400953,0.0
0.5,5.0,False,34,46,99.99999841069578,0.0
0.5,5.0,False,35,46,99.99999718510658,0.0
0.5,5.0,False,36,46,100.00000672386743,0.0
0.5,5.0,False,37,46,100.00003385746237,0.0
0.5,5.0,False,38,46,100.00003286818946,0.0
0.5,5.0,False,39,46,100.00003206859913,0.0
0.5,5.0,False,40,46,100.00002041448413,0.0
0.5,5.0,False,41,46,100.00002775558218,0.0
0.5,5.0,False,42,46,100.00002469552408,0.0
0.5,5.0,False,43,46,100.00001550889203,0.0
0.5,5.0,False,44,46,100.00001062987894,0.0
0.5,5.0,False,45,46,100.00001567478378,0.0
0.5,5.0,False,46,46,100.00001588753382,0.0
0.5,5.0,False,47,46,100.00001130475246,0.0
0.5,5.0,False,48,46,100.00001069351518,0.0
0.5,5.0,False,49,46,99.99999872403058,0.0
0.5,5.0,False,50,46,99.9999956934166,0.0
0.5,10.0,True,1,42,76.51120856188129,0.1
0.5,10.0,True,2,42,100.01615817368605,0.0
0.5,10.0,True,3,42,100.00013278031643,0.0
0.5,10.0,True,4,42,100.00013235389545,0.0
0.5,10.0,True,5,42,100.00008731656493,0.0
0.5,10.0,True,6,42,100.0001192069899,0.0
0.5,10.0,True,7,42,100.00012788879708,0.0
0.5,10.0,True,8,42,100.0001138683829,0.0
0.5,10.0,True,9,42,100.00009689391561,0.0
0.5,10.0,True,10,42,100.000051088361,0.0
0.5,10.0,True,11,42,100.00004087623401,0.0
0.5,10.0,True,12,42,100.00003023102894,0.0
0.5,10.0,True,13,42,100.00003018311153,0.0
0.5,10.0,True,14,42,100.0000259752316,0.0
0.5,10.0,True,15,42,100.00002670282211,0.0
0.5,10.0,True,16,42,100.00002247105789,0.0
0.5,10.0,True,17,42,100.00002403924798,0.0
0.5,10.0,True,18,42,100.00001538862672,0.0
0.5,10.0,True,19,42,100.00005002358635,0.0
0.5,10.0,True,20,42,100.00004985831949,0.0
0.5,10.0,True,21,42,100.00003850188699,0.0
0.5,10.0,True,22,42,100.00004056151657,0.0
0.5,10.0,True,23,42,100.00002889995868,0.0
0.5,10.0,True,24,42,100.00002960040311,0.0
0.5,10.0,True,25,42,100.0000437002724,0.0
0.5,10.0,True,26,42,100.00004107232596,0.0
0.5,10.0,True,27,42,100.00004506589384,0.0
0.5,10.0,True,28,42,100.00002513456968,0.0
0.5,10.0,True,29,42,100.00002416247887,0.0
0.5,10.0,True,30,42,100.00000032619961,0.0
0.5,10.0,True,31,42,100.00000347617703,0.0
0.5,10.0,True,32,42,100.00000326030991,0.0
